id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_proveedor,id_conductor,ramo,cobertura,estado,ciudad,provincia,sucursal,fecha_ocurrencia,fecha_reporte,fecha_inicio_poliza,fecha_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada,deducible,descripcion,documentos_completos,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,ratio_monto_suma_asegurada,ratio_monto_estimado,diferencia_monto_reclamado_estimado,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,frecuencia_proveedor,documentos_faltantes,documentos_inconsistentes,proveedor_recurrente,monto_atipico,reporte_tardio,borde_vigencia,flag_borde_vigencia,flag_robo_denuncia_tardia,flag_reporte_tardio,flag_monto_atipico,flag_documentos_incompletos,flag_documentos_inconsistentes,flag_proveedor_recurrente,flag_proveedor_lista_restrictiva,flag_alta_frecuencia_asegurado,flag_alta_frecuencia_vehiculo,flag_alta_frecuencia_conductor,flag_sin_tercero_identificado,flag_dinamica_sospechosa,flag_narrativa_clonada,flag_cobertura_robo_total,score_reglas,nivel_reglas,reglas_activadas,alertas_reglas,explicacion_reglas,etiqueta_fraude_simulada,source_file,mapping_confidence,data_quality_score,limitacion_registro,mensaje_etico_reglas
SIN-43BDDF17,POL-452A46E6,ASG-F4A59C3F,VEH-2245136F,PROV-487C8402,,Autos,Cristales,Abierto,Alajuela,Alajuela,,2021-09-07,2021-09-10,2021-07-17,2022-09-19,3392400.0,3897100.0,3767800.0,9562000.0,388500.0,Accidente a baja velocidad en parqueo de supermercado.,True,52,377,3,0.3548,0.8705,-504700.0,7,1,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-43BDDF17: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-8DDE151C,POL-54E91AC0,ASG-1BF50A04,VEH-D5A6DA4B,PROV-8F2CAF90,,Autos,Cristales,Abierto,Alajuela,Alajuela,,2022-09-21,2022-09-24,2022-02-11,2023-03-23,22874600.0,18337100.0,17779200.0,30780000.0,2225400.0,Robo de moto en estacionamiento público.,True,222,183,3,0.7432,1.2474,4537500.0,3,2,0,7,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-8DDE151C: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-0C04FC3C,POL-8B42C638,ASG-571C823C,VEH-2454AD89,PROV-487C8402,,Autos,Pérdida Total,Abierto,Santa Ana,San José,,2024-07-10,2024-07-18,2023-04-06,2024-07-15,4599800.0,3370600.0,3121000.0,4490000.0,159600.0,Siniestro ocurrido sin testigos en lugar deshabitado. Nadie vio el incidente.,True,461,5,8,1.0245,1.3647,1229200.0,3,2,0,11,0,0,True,True,True,True,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,73,Rojo,"RF-05, RF-06, RF-TEMP-01, RF-MONTO-01, RF-PROV-01, RF-FREC-01, RF-DIN-01, RF-04, RF-07, RF-01",RF-05: Siniestro extremo al borde de vigencia (8 pts) | RF-06: Demora atípica en denuncia de robo (8 pts) | RF-TEMP-01: Reporte tardío (5 pts) | RF-MONTO-01: Monto reclamado atípico (5 pts) | RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-DIN-01: Siniestro severo sin tercero identificado (6 pts) | RF-04: Dinámica del accidente físicamente imposible (10 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-0C04FC3C: Sin indicadores de riesgo activos. Puntaje de reglas: 73/100. Nivel: Rojo.,True,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-C62035DF,POL-C64DF287,ASG-10C762D5,,PROV-12D0F9D5,,Salud,Cirugía,Abierto,Heredia,Heredia,,2023-01-28,2023-01-31,2023-01-09,2024-02-04,5602100.0,5874200.0,5664700.0,10097000.0,397600.0,Choque con poste de alumbrado al perder el control por aquaplaning.,True,19,372,3,0.5548,0.9537,-272100.0,5,0,0,6,0,0,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,Amarillo,"RF-05, RF-FREC-01, RF-07",RF-05: Siniestro extremo al borde de vigencia (8 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-C62035DF: Sin indicadores de riesgo activos. Puntaje de reglas: 24/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-2FD51DE7,POL-35A2DE88,ASG-992EF204,,PROV-DD67386A,,Salud,Cirugía,En ajuste,Puntarenas,Puntarenas,,2022-11-14,2022-11-15,2021-06-08,2023-05-10,3304200.0,2483800.0,,7520000.0,286500.0,Hospitalización de emergencia por apendicitis.,True,524,177,1,0.4394,1.3303,820400.0,4,0,0,7,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-2FD51DE7: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-20D1344F,POL-CE8857D8,ASG-7A7877F7,,PROV-404C5188,,Hogar,Daños por Agua,Cerrado - Pagado,San José,San José,,2023-08-18,2023-08-21,2022-08-25,2024-01-25,3854600.0,4431700.0,3639900.0,14741000.0,744600.0,Daño en parabrisas por piedra proyectada desde camión.,True,358,160,3,0.2615,0.8698,-577100.0,7,0,0,10,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-20D1344F: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-B1750D97,POL-B4B97F40,ASG-820D8D10,VEH-71325233,PROV-AF3CAD77,,Autos,Colisión,En investigación,Santa Ana,San José,,2023-08-17,2023-08-22,2022-10-19,2024-08-09,4536900.0,4480400.0,4146300.0,13281000.0,573400.0,Accidente en rotonda con daños en parte trasera.,True,302,358,5,0.3416,1.0126,56500.0,5,3,0,16,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,27,Amarillo,"RF-PROV-01, RF-FREC-01, RF-FREC-02, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-B1750D97: Sin indicadores de riesgo activos. Puntaje de reglas: 27/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-F8E37484,POL-7353CEDE,ASG-10C762D5,VEH-4101AD1F,PROV-487C8402,,Autos,Daños a Terceros,En investigación,Nicoya,Guanacaste,,2022-10-29,2022-11-03,2021-12-12,2023-05-12,6780000.0,7482900.0,6757500.0,10442000.0,281300.0,Robo del vehículo en zona comercial durante horas nocturnas. Se presentó denuncia policial.,True,321,195,5,0.6493,0.9061,-702900.0,5,3,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,27,Amarillo,"RF-PROV-01, RF-FREC-01, RF-FREC-02, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-F8E37484: Sin indicadores de riesgo activos. Puntaje de reglas: 27/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-4B91B8BB,POL-3020B392,ASG-7A7877F7,,PROV-141A45D7,,Vida,Invalidez Parcial,Abierto,Desamparados,San José,,2021-10-18,2021-10-24,2021-06-08,2023-01-06,22201900.0,18336200.0,15465700.0,31388000.0,1744400.0,Incendio en cocina del hogar con daños menores.,True,132,445,6,0.7073,1.2108,3865700.0,7,0,0,7,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-4B91B8BB: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-8B908483,POL-46563078,ASG-9B9DCB26,,PROV-7906854A,,Salud,Medicamentos,Abierto,Santa Ana,San José,,2023-04-19,2023-04-24,2023-03-04,2024-08-17,6102300.0,4898100.0,4286300.0,16701000.0,582200.0,Robo de electrónicos del interior del vehículo con ventana rota.,True,46,486,5,0.3654,1.2459,1204200.0,7,0,0,9,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-8B908483: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-8C18342A,POL-8C9B2810,ASG-7A7877F7,VEH-719B1C16,PROV-61229BE4,,Autos,Daños a Terceros,Abierto,San José,San José,,2021-09-28,2021-09-30,2021-08-17,2022-08-18,13830900.0,12992300.0,11037000.0,32082000.0,1530100.0,Accidente a baja velocidad en parqueo de supermercado.,True,42,324,2,0.4311,1.0645,838600.0,7,3,0,8,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-8C18342A: Sin indicadores de riesgo activos. Puntaje de reglas: 22/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-DEA77F60,POL-1D7D3820,ASG-42E5E879,,PROV-8F2CAF90,,Hogar,Responsabilidad Civil Hogar,En ajuste,Santa Ana,San José,,2022-07-25,2022-07-27,2021-07-01,2023-02-28,2622800.0,2816600.0,,11351000.0,251900.0,Incendio eléctrico en sala con daños estructurales menores.,False,389,218,2,0.2311,0.9312,-193800.0,7,0,0,7,2,0,False,False,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20,Amarillo,"RF-DOC-01, RF-FREC-01, RF-07",RF-DOC-01: Documentos incompletos (4 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-DEA77F60: Sin indicadores de riesgo activos. Puntaje de reglas: 20/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-C736439B,POL-CA5012D8,ASG-DD1E3F2E,VEH-BFB10AD0,PROV-61229BE4,,Autos,Pérdida Total,En investigación,Desamparados,San José,,2024-04-07,2024-04-11,2023-04-16,2025-02-03,11871200.0,13575500.0,11983300.0,17895000.0,751800.0,Caída en escaleras que requirió cirugía de rodilla.,True,357,302,4,0.6634,0.8745,-1704300.0,4,3,0,8,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,32,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07, RF-01",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-C736439B: Sin indicadores de riesgo activos. Puntaje de reglas: 32/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-766D134A,POL-8268831A,ASG-628FE067,,PROV-404C5188,,Hogar,Daños por Agua,Abierto,Cartago,Cartago,,2023-04-18,2023-04-23,2022-10-09,2024-01-07,968100.0,1009300.0,,4009000.0,325400.0,Robo de moto en estacionamiento público.,True,191,264,5,0.2415,0.9592,-41200.0,5,0,0,10,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-766D134A: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-62749183,POL-C841A8C4,ASG-DA32639C,,PROV-6EB81C63,,Salud,Medicamentos,Abierto,Pérez Zeledón,San José,,2021-08-04,2021-08-10,2021-01-10,2022-01-14,3304800.0,2509900.0,,9562000.0,484300.0,Daños por granizo en carrocería del vehículo estacionado.,True,206,163,6,0.3456,1.3167,794900.0,6,0,0,6,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-62749183: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-F3C655B6,POL-71D4B06B,ASG-C9245B72,,PROV-6F81CC22,,Salud,Hospitalización,Abierto,Desamparados,San José,,2021-11-07,2021-11-13,2021-06-27,2022-10-03,1662400.0,1850400.0,1581700.0,4499000.0,386400.0,Pérdida total del vehículo por inundación durante tormenta.,True,133,330,6,0.3695,0.8984,-188000.0,3,0,0,12,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-F3C655B6: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-6181BEFD,POL-9356AF64,ASG-42E5E879,VEH-2454AD89,PROV-404C5188,,Autos,Pérdida Total,En investigación,Puntarenas,Puntarenas,,2023-02-28,2023-03-27,2022-03-25,2023-12-28,10423100.0,10407700.0,8605700.0,40156000.0,1173900.0,Incendio de origen desconocido. No había nadie en el momento. Solo.,False,340,303,27,0.2596,1.0015,15400.0,7,2,0,10,2,0,False,False,True,False,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,53,Rojo,"RF-06, RF-TEMP-01, RF-DOC-01, RF-FREC-01, RF-04, RF-07, RF-01",RF-06: Demora atípica en denuncia de robo (8 pts) | RF-TEMP-01: Reporte tardío (5 pts) | RF-DOC-01: Documentos incompletos (4 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-04: Dinámica del accidente físicamente imposible (10 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-6181BEFD: Sin indicadores de riesgo activos. Puntaje de reglas: 53/100. Nivel: Rojo.,True,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-F23D0FDB,POL-8615FAC7,ASG-80688806,VEH-D8C135AA,PROV-B32C89D4,,Autos,Robo Total,En investigación,Heredia,Heredia,,2023-11-23,2023-11-27,2022-08-10,2023-12-24,3930000.0,3478900.0,,6834000.0,288300.0,Choque con poste de alumbrado al perder el control por aquaplaning.,True,470,31,4,0.5751,1.1297,451100.0,5,3,0,4,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,32,Amarillo,"RF-FREC-01, RF-FREC-02, RF-07, RF-01",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-F23D0FDB: Sin indicadores de riesgo activos. Puntaje de reglas: 32/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-E8756DB3,POL-FE4BC81C,ASG-DA32639C,VEH-3F4B2489,PROV-DD67386A,,Autos,Pérdida Total,En investigación,Limón,Limón,,2022-07-05,2022-07-28,2022-06-15,2023-12-17,32237900.0,36024300.0,33850200.0,33120000.0,984100.0,El accidente es físicamente imposible según la dinámica descrita por el asegurado.,True,20,530,23,0.9734,0.8949,-3786400.0,6,7,0,7,0,0,False,True,True,True,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,74,Rojo,"RF-05, RF-06, RF-TEMP-01, RF-MONTO-01, RF-FREC-01, RF-FREC-02, RF-DIN-01, RF-04, RF-07, RF-01",RF-05: Siniestro extremo al borde de vigencia (8 pts) | RF-06: Demora atípica en denuncia de robo (8 pts) | RF-TEMP-01: Reporte tardío (5 pts) | RF-MONTO-01: Monto reclamado atípico (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-DIN-01: Siniestro severo sin tercero identificado (6 pts) | RF-04: Dinámica del accidente físicamente imposible (10 pts) | RF-07: Narrativa idéntica o clonada (8 pts) | RF-01: Cobertura Pérdida Total por Robo (10 pts),Siniestro SIN-E8756DB3: Sin indicadores de riesgo activos. Puntaje de reglas: 74/100. Nivel: Rojo.,True,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-CF2F2402,POL-A604FDC2,ASG-A431E662,VEH-E43880C4,PROV-DD67386A,,Autos,Responsabilidad Civil,En investigación,Desamparados,San José,,2022-07-26,2022-08-16,2022-04-13,2023-04-20,8405700.0,6886500.0,6056700.0,8299000.0,219300.0,Daños no coinciden con el tipo de accidente descrito. Vehículo en el aire según relato.,False,104,268,21,1.0129,1.2206,1519200.0,7,3,0,7,2,0,False,True,True,False,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,52,Rojo,"RF-TEMP-01, RF-MONTO-01, RF-DOC-01, RF-FREC-01, RF-FREC-02, RF-DIN-01, RF-04, RF-07",RF-TEMP-01: Reporte tardío (5 pts) | RF-MONTO-01: Monto reclamado atípico (5 pts) | RF-DOC-01: Documentos incompletos (4 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-DIN-01: Siniestro severo sin tercero identificado (6 pts) | RF-04: Dinámica del accidente físicamente imposible (10 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-CF2F2402: Sin indicadores de riesgo activos. Puntaje de reglas: 52/100. Nivel: Rojo.,True,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-5F5B9982,POL-3DC4D720,ASG-0320D640,,PROV-6EB81C63,,Vida,Fallecimiento,Abierto,Cartago,Cartago,,2021-07-13,2021-07-16,2021-03-26,2022-08-10,2977300.0,2226900.0,,10959000.0,489400.0,Daño en parabrisas por piedra proyectada desde camión.,True,109,393,3,0.2717,1.337,750400.0,5,0,0,6,0,0,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,Verde,"RF-FREC-01, RF-07",RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-5F5B9982: Sin indicadores de riesgo activos. Puntaje de reglas: 16/100. Nivel: Verde.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-5D9E17DD,POL-88DE5E9B,ASG-B11C7B09,VEH-D03BA4FA,PROV-99984CFF,,Autos,Cristales,Cerrado - Pagado,Alajuela,Alajuela,,2021-11-16,2021-11-18,2021-05-21,2022-09-28,3680900.0,2867700.0,2697700.0,6425000.0,385600.0,Robo de moto en estacionamiento público.,True,179,316,2,0.5729,1.2836,813200.0,9,5,0,11,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,27,Amarillo,"RF-PROV-01, RF-FREC-01, RF-FREC-02, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-5D9E17DD: Sin indicadores de riesgo activos. Puntaje de reglas: 27/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-D5698180,POL-5A282B5D,ASG-D4774C17,,PROV-E46E3CF2,,Hogar,Incendio,En ajuste,Nicoya,Guanacaste,,2022-10-24,2022-10-28,2022-04-16,2023-05-25,14067500.0,12491400.0,,25734000.0,557600.0,Robo de moto en estacionamiento público.,True,191,213,4,0.5467,1.1262,1576100.0,8,0,0,19,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,Amarillo,"RF-PROV-01, RF-FREC-01, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-D5698180: Sin indicadores de riesgo activos. Puntaje de reglas: 21/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
SIN-ED60391A,POL-E2801813,ASG-13CA09AF,VEH-5785B8FC,PROV-6F81CC22,,Autos,Robo Parcial,Cerrado - Pagado,Tibás,San José,,2023-05-10,2023-05-11,2022-05-31,2024-03-27,2338000.0,1942600.0,1785800.0,9036000.0,424900.0,Robo del vehículo en zona comercial durante horas nocturnas. Se presentó denuncia policial.,True,344,322,1,0.2587,1.2035,395400.0,5,3,0,12,0,0,True,False,False,False,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,27,Amarillo,"RF-PROV-01, RF-FREC-01, RF-FREC-02, RF-07",RF-PROV-01: Proveedor recurrente (5 pts) | RF-FREC-01: Alta frecuencia asegurado (8 pts) | RF-FREC-02: Alta frecuencia vehículo (6 pts) | RF-07: Narrativa idéntica o clonada (8 pts),Siniestro SIN-ED60391A: Sin indicadores de riesgo activos. Puntaje de reglas: 27/100. Nivel: Amarillo.,False,claims_sinteticos.csv,0.99,1.0,,AVISO: Este puntaje es generado por un sistema automatizado de detección de patrones de riesgo basado en reglas estadísticas. No constituye una acusación de fraude. Toda decisión final debe ser tomada por un profesional calificado tras una investigación completa e imparcial del caso.
